uncultured human fecal virus	Pepper mild mottle virus	Tobacco mild green mosaic virus	Tomato mosaic virus	Paprika mild mottle virus	Tomato brown rugose fruit virus	Malassezia globosa	Malassezia restricta	Azospirillum sp. 51_20	Pelomonas saccharophila	Sutterella wadsworthensis	Sutterella parvirubra	Proteobacteria bacterium CAG:139	Desulfovibrio piger	Bilophila wadsworthia	Bilophila sp. 4_1_30	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:83	Firmicutes bacterium CAG:103	Firmicutes bacterium CAG:114	Firmicutes bacterium CAG:137	Firmicutes bacterium CAG:240	Firmicutes bacterium CAG:424	Weissella jogaejeotgali	Clostridium phoceensis	Clostridium sp. CAG:138	Clostridium sp. CAG:169	Clostridium sp. CAG:217	Clostridium sp. CAG:343	Clostridium sp. 44_14	Clostridium sp. OM05-6BH	Clostridium sp. BIOML-A1	Clostridiaceae bacterium	Butyricicoccus sp. N15.MGS-46	Butyricicoccus sp. AM42-5AC	Butyricicoccus sp. BIOML-A1	uncultured Clostridiales bacterium	Roseburia intestinalis	Roseburia inulinivorans	Roseburia sp. AM16-25	Coprococcus catus	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	uncultured Lachnospiraceae bacterium	Blautia obeum	uncultured Blautia sp.	[Clostridium] bolteae	Murimonas intestini	Eubacterium ventriosum	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	Eubacterium sp. CAG:86	uncultured Oscillibacter sp.	Oscillibacter sp. 57_20	Oscillibacter sp. CAG:241_62_21	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus bromii	uncultured Ruminococcus sp.	Ruminococcus sp. CAG:403	Ruminococcus sp.	Ruminococcus sp. Marseille-P328	Ruminococcus sp. AM28-13	Ruminococcus sp. TF12-19AC	Gemmiger formicilis	Faecalibacterium prausnitzii	uncultured Faecalibacterium sp.	Faecalibacterium sp. CAG:82-related_59_9	Faecalibacterium sp. BIOML-A1	Anaerotruncus colihominis	Subdoligranulum sp. CAG:314	Subdoligranulum sp. 60_17	[Eubacterium] siraeum	Ruminococcaceae bacterium	Ruminococcaceae bacterium UBA1417	Ruminococcaceae bacterium UBA1691	Ruminococcaceae bacterium UBA6855	Flavonifractor plautii	Anaeromassilibacillus sp. Marseille-P3371	Neglecta timonensis	Clostridiales bacterium	Clostridiales bacterium UBA5901	Clostridiales bacterium UBA5909	Clostridiales bacterium UBA738	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Intestinimonas butyriciproducens	Clostridia bacterium	Candidatus Borkfalkia ceftriaxoniphila	Megamonas funiformis	Megamonas sp. Calf98-2	Megasphaera massiliensis	Dialister sp.	Peptoniphilus coxii	Firmicutes bacterium CAG:110_56_8	Firmicutes bacterium CAG:129_59_24	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Cutibacterium acnes	Coriobacteriaceae bacterium	Collinsella aerofaciens	Collinsella stercoris	Collinsella bouchesdurhonensis	Collinsella sp. UBA6357	Parolsenella catena	Enterorhabdus caecimuris	Eggerthellales bacterium	Coriobacteriia bacterium	Bacteroides fragilis	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides plebeius	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides xylanisolvens	Bacteroides oleiciplenus	Bacteroides sartorii	Bacteroides mediterraneensis	Bacteroides sp. CAG:144	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides sp.	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes sp. CAG:157	Alistipes finegoldii CAG:68	Alistipes sp.	Alistipes sp. 56_11	Alistipes sp. 3BBH6	Alistipes sp. 5CBH24	Rikenellaceae bacterium	Prevotella copri	Prevotella sp. CAG:520	Prevotella sp.	Prevotella sp. AM23-5	uncultured Prevotellaceae bacterium	Paraprevotella clara	Odoribacter splanchnicus	Butyricimonas virosa	Butyricimonas paravirosa	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis	Methanococcus voltae
D09-OF-R1	7.1401	3.6342	2.7774	-3.0348	0.3464	13.0386	-5.6785	-0.9179	-8.7496	-2.4765	10.6896	-8.5214	-6.1211	-9.6534	4.3247	-0.1614	-0.7302	-1.9359	-1.1757	6.264	5.1471	4.8059	-3.2496	-4.3022	-9.5481	-1.2226	4.9909	-4.1432	4.8657	-5.1606	-8.531	-8.9109	-3.067	-6.624	2.6806	0.1951	-3.181	-0.151	3.2167	-4.5597	-1.0386	2.9047	2.9786	0.3612	2.7105	-0.2323	1.643	1.6403	1.937	-0.2673	-2.8417	1.4956	-10.5531	3.4948	2.9059	3.9269	0.2225	6.2217	6.7174	-2.3529	-3.2913	-5.7803	2.2932	-6.0462	-0.5068	-0.9409	-2.0408	-8.198	3.9045	8.1805	1.2327	5.1289	2.3355	3.8955	-6.0708	-1.2732	3.0343	6.0373	-2.7172	-1.2723	-5.6768	5.0189	0.0828	-1.9593	7.6461	4.2969	-3.1081	-4.8258	2.951	1.0215	-0.1644	1.915	-3.0125	-7.8856	-7.5039	-6.7632	-5.7681	-6.9301	-1.5524	-5.3939	1.5821	-3.3299	-1.8581	2.1071	-3.3706	0.2919	2.3441	-4.9094	-4.2442	-2.6683	-8.2037	5.7394	1.2502	0.3753	2.9105	2.8858	5.9014	2.7148	0.2338	5.0413	0.7417	-0.2425	5.2936	4.5017	-6.7381	3.5744	1.7653	0.6282	1.0729	7.5443	-3.0633	1.6871	-3.113	3.6176	-1.4491	-4.1422	6.135	5.9576	6.3802	3.666	-0.3367	6.7514	-3.6868	6.8357	3.6104	-1.6141	4.0414	1.8159	1.3846	-3.7217	-4.6249	-1.3054	-7.5872	0.6567	-2.8916	1.6066	6.3304	6.4331	4.204	2.5097	0.1458	-3.6442
D09-OF-R2	5.974	2.591	1.9406	-2.4206	0.0064	12.7183	-2.7717	2.0746	-3.5004	0.0751	10.6275	-5.3205	-8.5986	-8.6626	4.2068	-0.3024	-1.7146	-2.5178	-0.3177	5.2771	4.3493	4.9051	-3.2806	-5.8722	-6.2359	-0.4235	5.0594	-6.005	5.7078	-5.29	-8.5366	-6.9685	-2.8301	-6.9381	3.308	1.0576	-3.6597	-0.4871	3.4918	-4.6066	0.3031	3.6117	2.5377	0.5242	3.2819	-0.1408	2.2943	2.3478	1.9076	0.0433	-2.3194	2.8354	-8.4574	4.1437	4.7316	3.3233	0.2239	5.6452	6.1904	-3.073	-2.9118	-6.4784	2.2922	-5.1155	-0.5505	-1.0766	-2.5146	-8.4995	4.6387	7.8245	0.1168	5.3313	1.6069	4.4761	-5.6614	-1.2538	3.4472	6.6686	-2.4263	-0.6707	-5.7079	4.9153	-0.2871	-1.4214	7.3071	4.1518	-2.7973	-1.4982	2.1412	1.3289	-0.3349	2.0671	-4.2995	-8.579	-7.0764	-6.5835	-8.4696	-8.6428	-1.5458	-6.646	3.1279	-1.2822	-0.62	3.3867	-0.7047	1.1395	2.6553	-4.1126	-3.3728	-1.7771	-5.4411	7.0969	4.272	1.0337	2.6463	2.6919	5.8131	1.6791	0.4922	5.0443	2.8737	-0.0198	5.3088	2.8261	-6.6461	2.8482	1.8821	1.4591	0.2402	7.0397	-2.1408	1.6079	-3.7218	4.7111	-3.5547	-4.8909	4.8732	3.3799	3.6745	1.5419	-2.733	4.4543	-7.5932	5.0018	1.3818	-5.5248	2.6136	-0.9432	-0.53	-3.2636	-5.9893	-1.9392	-8.6181	-0.1104	-5.0667	1.8925	9.3214	6.4781	2.4955	0.7792	-0.2663	-2.2308
D09-OF-R3	6.893	3.4429	2.1885	-2.4468	-0.1545	13.061	-5.9313	-1.9358	-5.6192	-1.7782	10.4237	-8.0601	-7.2465	-7.3559	4.5497	0.06	-0.7356	-2.7549	-0.946	6.3002	5.6527	4.8735	-2.6753	-4.1459	-8.4448	-7.2884	5.4574	-4.9234	5.3784	-8.1326	-7.3361	-6.9569	-3.5196	-10.0929	2.737	0.4948	-3.3334	-0.4122	3.6576	-5.183	-1.3842	4.5117	2.4947	-0.121	2.7473	0.3276	1.9229	2.8642	2.5139	-0.1427	-3.1685	1.523	-10.0789	4.5901	3.3969	4.3769	0.739	6.527	6.9387	-2.6664	-2.7714	-6.9424	2.4379	-6.9666	-0.9948	-1.2825	-3.0168	-10.0564	4.3082	8.4827	1.2984	5.2926	2.5177	4.037	-7.0794	-0.94	4.1684	6.449	-2.7732	-0.7944	-4.9661	5.6007	-0.0732	-1.5855	7.9486	4.2562	-2.6012	-4.5855	3.4544	1.0043	0.6568	1.6484	-4.0817	-9.0223	-8.8552	-7.6367	-8.9044	-7.3029	-1.6563	-4.8821	2.5029	-3.677	-2.1155	2.5932	-5.9753	0.6427	2.7021	-4.4157	-3.8228	-2.2841	-6.8766	6.152	1.2389	0.3566	3.9472	2.9888	6.3151	2.5197	0.4655	4.8027	0.7332	-0.2699	5.7989	3.8219	-8.0747	4.1788	1.5157	0.9819	0.6161	6.9433	-2.7744	1.842	-3.5179	3.661	-1.6165	-3.8715	5.3671	6.3704	6.6937	4.277	-0.2258	6.9149	-3.0432	6.7895	4.0924	-1.1271	3.7966	2.4819	2.2303	-3.8959	-4.2184	-1.1437	-6.8453	1.3597	-2.8085	2.5024	7.565	6.6015	5.0615	3.0858	0.5922	-9.9663
D09-OR-R1	12.137	9.0191	8.0648	-0.4505	6.1981	12.7444	1.1649	5.5285	-5.2242	4.3383	8.9462	-6.9563	-6.6424	-6.8218	6.3909	2.1179	-0.6252	-2.5852	-2.8645	4.6299	5.544	2.3427	-6.8207	-6.8154	-6.5997	5.006	4.6924	-3.1631	0.2784	-2.7586	-6.5315	-3.3517	2.9616	-6.593	0.9286	-0.3114	-5.1822	-0.6237	1.9117	-4.8664	2.337	4.1271	1.2406	0.4152	4.7397	-3.1399	3.4074	-0.9666	0.6682	-6.6756	1.829	0.1907	-6.7141	5.757	2.6576	3.3717	-0.6735	4.4609	5.2133	-5.1242	-2.5341	-3.5161	1.2059	-3.9445	-0.7017	-6.6291	-4.4036	-6.6502	2.393	4.9763	-1.7485	2.8266	-0.958	1.3862	-5.2925	-2.2572	-1.7911	5.6061	-3.0812	-2.6477	-6.8694	5.3477	-3.1678	-2.2223	7.2361	4.1011	-6.4276	-5.6141	3.2433	0.3601	-0.951	-1.1366	-3.9851	-6.6584	-4.2443	-3.64	-5.791	-3.4796	-6.926	-6.646	0.9451	2.4965	-1.4772	1.1577	4.0355	-3.6604	0.0908	-6.4213	-6.8016	-6.5859	-6.5198	2.091	1.8611	-1.3851	2.0217	2.8358	6.1306	1.8482	0.1736	3.5061	-0.3364	-0.5121	4.7682	2.5598	-3.6229	3.3552	0.1938	-0.6782	-1.6273	4.4075	-5.1513	1.2781	-3.4192	3.1191	-2.1319	-4.7936	3.9444	5.8889	7.1659	4.875	0.4833	6.8866	-6.8652	7.0054	4.1872	-0.7656	3.9797	2.3998	2.2988	-3.9775	-2.3903	-0.1829	-5.6098	0.7215	-2.4701	-1.7639	6.5817	2.7695	4.6791	1.7017	-1.3075	4.966
D09-OR-R2	11.0992	8.0345	6.5324	-0.9413	5.4594	11.1068	1.8116	6.8797	1.5262	4.4178	7.2959	-4.2045	-3.9456	-4.2029	5.821	1.737	-0.3211	-0.3801	0.4612	3.7146	3.5775	3.0556	-2.5653	-4.11	-4.0324	4.0297	3.6719	-4.1931	-1.2836	-0.3784	-3.7503	-3.9421	-1.5327	-4.1897	-0.7498	-4.0985	-3.9375	-3.0681	0.6435	-2.4431	0.2477	0.2103	0.0246	0.5512	1.8429	-1.819	2.6655	-0.3437	-0.3679	-2.9291	0.546	-2.0941	-4.0724	3.0643	1.5581	1.8995	0.5443	2.1824	3.0228	-3.816	-4.0676	-4.1813	0.01	-3.979	-1.0576	-2.1442	-4.1448	-4.067	1.8068	4.2858	-1.5029	2.1324	-0.777	-0.4085	-1.2903	-4.0804	-1.4794	4.1722	-0.8922	-1.2791	-4.0003	3.7003	-3.168	-4.042	5.7917	2.6793	-3.0626	-4.077	1.4653	-1.727	-3.0794	-0.7937	-3.0726	-4.0799	-1.4144	-2.4148	-3.0665	-3.1174	-3.8055	-4.0037	-0.4006	3.23	0.6924	2.2911	4.4625	-1.7155	-1.7859	-1.2862	-4.2864	-3.7826	-4.0661	1.6226	1.5797	-4.1185	1.4196	1.4354	4.2716	1.1868	1.3716	2.5025	0.3733	-0.826	3.5199	1.3516	-3.8274	1.7323	-0.9651	-0.893	-2.5207	3.18	-3.8134	0.9009	-4.2065	2.0087	-3.1337	-1.0311	2.581	4.2791	6.1727	3.9079	-3.9567	5.3989	-3.9214	5.8306	2.6943	-4.0352	2.7067	1.1831	1.5824	1.8824	-4.1708	0.6056	-1.0254	0.1488	-3.0917	-3.0557	5.4659	1.5765	3.1089	0.5031	-2.9512	2.8159
D09-OR-R3	12.1809	8.9693	6.9628	-1.068	5.2487	11.5593	-2.8123	2.4497	-3.1674	3.2673	9.1515	-7.5356	-7.6576	-4.2262	6.1257	1.821	-1.1277	-1.1898	0.3524	5.8364	6.1792	3.8956	-3.5109	-3.2808	-7.5936	-1.7576	4.8225	-7.5622	1.7771	-2.0801	-4.6547	-3.0074	-3.2835	-7.3261	2.0853	1.4916	-3.9615	1.2743	2.9586	-4.6874	1.1389	3.2412	2.5576	0.4847	2.2838	-1.0048	2.9701	-0.0651	1.4715	-1.2257	0.5962	0.5864	-7.6056	4.8438	3.0618	3.9439	0.0226	5.625	6.2589	-2.5612	-3.0196	-7.6354	1.8101	-7.3839	-1.7263	-1.6355	-3.4093	-7.5835	3.744	6.3045	-0.3085	3.914	-0.1797	1.8553	-7.4638	0.0119	-0.1101	5.9497	-2.3402	-1.6165	-5.9761	5.1657	-1.1157	-2.9139	8.0499	4.4625	-3.9323	-5.6885	3.9133	0.5431	-0.4441	-1.4349	-2.8297	-5.2659	-7.7002	-6.5699	-7.6985	-7.5912	-1.1187	-3.5394	3.9697	-1.0716	-3.1745	3.126	0.6038	0.4022	2.4834	-3.2218	-7.7672	-2.794	-7.5902	1.9898	0.7132	-1.5546	1.858	2.5088	5.4267	1.6405	-0.4784	3.0834	-1.0897	-0.338	4.3926	2.7028	-7.508	2.8337	0.0669	-0.4868	-1.5794	4.4555	-2.4635	0.998	-5.8944	1.9876	-1.7741	-6.7264	3.722	5.5248	6.997	4.7584	0.2543	6.8843	-3.6648	6.8209	3.999	0.2583	3.9194	2.5016	2.7121	-2.8342	-7.5572	-3.0589	-7.6732	0.6527	-4.211	-0.3826	5.8507	3.0162	4.7456	2.2527	-1.4431	-4.8106
D09-ZF-R1	7.1358	3.5621	2.7213	-3.8223	2.2227	12.4929	-5.4234	-0.5564	-8.6875	-1.901	11.4407	-8.098	-4.5655	-5.2228	4.2874	-0.4784	-1.7061	0.2683	-0.5243	6.3298	5.9621	5.7144	-3.3684	-4.6263	-7.7941	-1.2019	4.3176	-4.6792	3.1699	-4.868	-9.6885	-10.6416	-2.8632	-6.847	2.3765	2.1475	-3.7155	1.1782	3.6419	-4.4947	-1.5751	0.3185	2.9832	1.0225	2.7487	1.0435	1.8092	2.0116	2.4042	-0.8388	-2.3712	1.3048	-9.0265	4.9938	3.2135	3.0419	-0.3165	5.7577	6.4094	-2.0812	-3.4819	-5.1437	3.2347	-5.3858	1.1536	0.7982	-0.1835	-8.0557	5.2196	7.6331	-0.0558	4.7488	1.2202	2.6628	-5.2738	0.2016	1.9724	7.3771	-3.3272	-1.7785	-6.1575	4.4962	1.2186	-1.0593	8.0548	3.2897	-3.881	-5.2977	3.6054	0.658	-0.6339	0.4365	-1.9271	-7.5588	-6.8889	-6.2223	-5.5598	-8.5875	-1.2309	-5.1029	3.2468	-2.5323	-1.2797	3.2601	-2.7831	0.8574	3.1136	-4.611	-3.8397	-2.26	-6.4896	4.1002	-0.7087	0.4302	2.4856	2.8213	5.1717	2.1514	-0.0163	5.7049	0.6723	-0.3555	4.4928	4.5117	-9.8084	3.2137	2.2259	0.9406	0.7686	7.6421	-3.8281	1.1828	-4.1181	3.3822	-2.8796	-4.4231	6.8477	5.646	4.2817	3.0462	-1.4938	5.4475	-4.7686	5.1895	2.9764	-3.5041	3.3019	0.2097	0.8606	-2.7422	-4.7358	-1.3289	-8.3869	0.9998	-2.989	1.6433	4.824	7.0184	4.329	2.1779	0.832	-3.3609
D09-ZF-R2	6.9731	3.4759	2.8988	-3.2927	0.1377	12.3294	-3.8145	2.0451	-3.7311	-1.1662	10.7596	-6.6076	-7.7462	-6.1112	3.9737	-0.2122	-1.7169	-0.5499	0.4302	6.3406	6.3604	6.4083	-3.2786	-4.1772	-7.5582	-1.4668	4.3136	-5.2955	4.0965	-5.2285	-6.3442	-6.5962	-3.1442	-6.7075	1.8266	2.0151	-3.705	0.8799	3.6657	-4.743	-1.2887	0.4994	3.3567	0.9346	2.5218	1.0438	1.8205	2.367	2.6391	-0.4375	-2.5929	1.2857	-8.7789	4.9921	2.501	3.6997	-0.1848	5.8752	6.4595	-2.2923	-3.4188	-5.1224	3.2388	-4.4774	0.8834	0.1596	-0.3146	-8.8507	5.0869	7.7856	0.3038	4.7845	1.1443	2.6015	-8.5274	0.1123	1.9589	7.6937	-3.3725	-1.4339	-5.7157	5.253	1.5723	-1.0711	8.3377	3.3707	-2.8758	-1.8141	3.9726	1.2029	0.0373	0.7901	-2.3994	-8.5173	-8.5173	-8.8558	-7.6408	-8.7128	-1.5407	-4.9804	2.2188	-1.7595	-1.6503	3.0916	-0.0576	0.9925	2.9015	-3.951	-3.705	-1.8941	-6.1463	4.7849	0.6953	0.802	3.7981	2.2009	4.5854	1.7445	-0.2129	4.8928	2.3864	-0.0288	3.5496	2.3613	-7.5198	2.4868	2.0777	1.0777	0.4677	6.2251	-3.2758	0.0747	-4.4712	3.8045	-3.7202	-5.3853	4.9404	4.652	3.6929	2.1305	-2.0386	4.7707	-4.6144	4.163	2.174	-3.646	1.7193	-0.1123	0.007	-3.0057	-4.7303	-1.774	-6.0771	0.5789	-3.8498	0.6933	5.4376	5.7857	3.9809	1.8322	0.7338	-3.1747
D09-ZF-R3	7.2211	3.9508	2.8087	-2.5201	0.3231	12.7824	-6.1058	-1.9883	-4.9037	-1.7227	11.1766	-7.1922	-6.121	-7.6907	4.0539	-0.3943	-1.6163	-0.3018	-0.1601	6.5399	6.429	6.1294	-2.8937	-3.7156	-7.4469	-5.9612	4.3217	-4.1111	3.6609	-7.4279	-8.0343	-7.3066	-3.6404	-5.7129	2.457	2.5642	-3.4125	1.5702	3.8545	-4.724	-0.9378	0.8435	3.1386	0.3664	2.5226	0.5109	1.8022	1.8773	2.5533	-0.2443	-2.059	0.9243	-9.8535	5.0731	2.8934	3.9512	0.0809	6.141	6.7869	-2.066	-2.6702	-6.001	3.2644	-5.3772	0.6346	0.4701	-0.575	-9.8867	4.9373	7.5601	0.2476	4.6534	1.1716	2.8475	-5.8274	0.0438	2.2315	7.4182	-3.144	-0.8385	-6.0724	5.027	1.2439	-1.0432	8.5545	3.5735	-2.6621	-4.7604	4.155	0.9124	-0.1034	0.6092	-1.786	-8.4615	-9.9201	-6.8997	-9.8331	-6.929	-1.2241	-5.3152	3.1207	-3.3966	-2.1152	2.6841	-4.0182	0.7332	2.8714	-4.464	-3.9369	-2.5583	-5.9774	4.6534	-0.1358	0.3184	3.6141	2.7371	5.5033	2.2693	0.1861	5.2485	0.5239	-0.5321	4.7448	3.467	-7.9246	3.4583	2.1123	1.0474	0.3781	6.955	-3.3028	1.0417	-3.7301	3.3226	-2.3075	-4.4563	5.8924	5.6996	4.4884	3.6394	-1.156	6.0835	-3.9932	4.9704	3.2894	-3.2172	3.316	0.9676	1.5073	-3.5116	-4.218	-0.2943	-6.1567	1.1991	-3.0939	1.6208	6.1346	6.7355	4.8959	2.6235	1.1809	-10.008
D09-ZH-R1	4.8708	0.5066	0.2245	-2.6734	0.4431	12.8998	0.7249	5.2122	-2.6205	3.6771	11.1597	-4.189	-5.9585	-7.3167	6.1012	1.6976	-0.517	-1.4851	-2.3617	4.5952	2.4667	1.9084	-7.6251	-4.1129	-7.5267	4.8221	5.2045	-7.4979	4.2028	-5.6214	-6.6762	-7.5269	-6.0377	-7.501	3.6412	0.5831	-7.625	-0.8535	1.7053	-5.0634	-0.9109	0.4825	0.9944	-0.9676	1.5079	-1.0108	1.94	-1.3504	0.4162	-2.7073	-0.5697	-2.0081	-7.4855	1.182	5.4867	2.1523	0.0104	4.019	4.2336	-5.1808	-3.7879	-7.6301	0.9425	-2.0732	-1.3013	-1.7976	-4.8528	-7.6293	2.4556	7.6946	-0.0394	5.8318	2.444	3.7744	-2.2105	-1.479	0.5908	5.3815	-7.3804	-3.398	-7.6904	3.9394	-1.9436	-2.4879	6.1509	4.8118	-3.8705	-6.718	-0.4733	0.2673	-1.8691	-1.2264	-1.6041	-4.5623	-5.2281	-6.6466	-7.6462	-7.6856	-2.9235	-3.3422	1.9513	2.0156	-1.6775	1.3281	3.7005	-2.8701	-0.6988	-7.851	-7.3983	-3.8728	-7.7026	-0.7626	-3.5222	-2.8607	5.1427	4.3058	6.8001	3.8701	1.0883	6.2743	2.366	1.091	6.4223	5.0791	-7.8801	4.968	2.6518	1.7141	1.4947	8.4005	-1.4495	2.5319	-2.8747	4.0096	-0.846	-2.425	6.6202	6.5355	6.411	4.1712	0.5589	6.4094	-2.7172	7.3454	4.1406	-2.157	4.2571	1.4052	2.2316	-1.7068	-3.5122	-0.0344	-5.9374	1.81	-1.6857	1.799	9.0898	6.1515	5.914	3.7303	1.036	4.7418
D09-ZH-R2	3.3213	-0.7461	-1.7078	-5.5022	-1.4355	10.6426	0.0274	5.8473	2.5637	4.7717	9.9703	-4.4235	-2.4577	-2.435	5.0536	0.8144	-0.1376	-1.6679	-1.9243	4.0611	3.1071	4.1139	-2.0691	-5.5843	-5.3855	2.1218	4.7033	-1.782	4.1979	-4.3468	-5.4162	-5.5998	-5.2415	-3.4946	2.3661	0.3316	-5.3887	0.2028	2.1066	-5.3806	-0.7527	0.0853	0.3012	-0.0038	1.4098	-1.0812	1.3236	-1.0848	-0.4184	-3.839	-0.87	-1.4356	-5.3134	0.95	3.5137	1.8791	-0.6908	3.4585	3.9753	-5.5231	-5.5299	-3.1145	1.3486	-4.3686	-1.1088	-2.2764	-3.1757	-5.2951	1.6082	7.0818	0.4628	4.7892	1.1314	3.6889	-5.2159	-2.0894	0.6777	5.2956	-5.3881	-4.405	-5.4728	3.2081	-1.8779	-2.4449	6.0726	4.0505	-5.5054	-2.8984	1.0607	-1.6426	-0.8971	-1.9461	-2.6262	-5.4147	-5.4965	-3.0658	-3.9176	-5.1811	-3.8012	-5.337	2.0249	0.3321	-1.7746	1.4655	3.3101	-2.684	-1.2276	-5.2801	-5.25	-5.3099	-5.4097	0.3541	-0.7261	-1.8666	3.1492	3.414	6.2512	3.0647	0.5096	4.9416	4.2168	0.4615	5.6826	3.8664	-5.3966	3.8563	1.6575	0.7958	1.0339	6.9622	-0.0827	1.8539	-2.6289	3.7789	-3.2956	-2.8587	5.5269	6.2754	6.1195	4.0395	0.1342	5.9575	-3.5021	6.5883	3.8017	-1.0095	3.7875	1.2726	1.9629	-2.4729	-5.3972	-0.4891	-5.5867	1.6053	-1.5986	1.2469	9.2103	4.812	4.958	3.133	0.8798	-5.5122
D09-ZH-R3	2.9451	-1.2909	-2.0975	-7.8464	-3.8714	9.3263	-0.1752	3.429	-1.8657	4.1789	11.2849	-7.7962	-4.4613	-7.8259	6.2768	2.3901	-0.6604	-1.5941	-1.1646	5.8118	3.9292	5.5086	-7.8425	-4.3505	-7.6674	-1.215	5.886	-4.3005	4.4341	-4.241	-6.2521	-7.8625	-4.0182	-3.4547	2.3152	0.6421	-4.9463	-0.5194	2.8543	-3.8069	-1.5647	-0.6059	1.0909	-1.3326	1.4623	-1.9842	2.1591	-1.821	1.2879	-2.7935	-0.8024	-0.44	-5.8478	1.1343	4.5347	3.6597	-0.2386	5.0439	5.5742	-2.6429	-3.4523	-6.1142	1.1349	-6.9717	-1.3569	-3.8393	-5.3965	-4.0455	2.9572	8.1365	0.1496	6.3952	2.7447	3.8282	-7.5451	-0.8869	0.9633	6.0017	-3.8098	-0.6318	-6.3023	5.4569	-0.9602	-0.6127	6.8839	4.799	-4.636	-6.7618	2.0358	1.0296	-0.3537	-0.8381	-0.9097	-7.9504	-2.9014	-4.0931	-6.796	-7.5628	-1.6578	-4.4667	3.2505	0.5875	-2.0571	2.1417	0.6568	-0.6165	2.0054	-5.4458	-5.64	-4.0209	-4.9159	2.0661	-0.6095	-1.2968	3.7932	3.2866	6.1339	3.0997	0.5235	4.8382	1.5762	-0.7044	5.3851	4.4118	-4.4142	3.8511	1.37	0.7622	0.7512	7.7296	-2.6675	1.5648	-2.4617	3.3286	-2.1764	-3.766	5.6785	6.6775	6.8466	4.5161	1.1684	6.6574	-3.2197	7.3467	4.3496	-0.9202	4.7592	1.8463	2.5103	-3.3136	-2.3749	-0.9644	-5.4013	1.7955	-3.9572	1.2666	8.2336	5.4517	5.1651	3.4569	0.2785	-7.7975
D09-ZR-R2	6.6256	3.2221	1.8422	-2.972	-0.2898	11.9675	-5.2256	-0.5176	-5.7545	-2.1719	11.0651	-6.9589	-7.7622	-7.023	4.9467	0.2451	-1.6387	-1.1226	-0.3187	6.3763	5.6367	6.9206	-3.1237	-4.5138	-6.2311	-4.2575	4.5014	-5.0027	4.0267	-6.4719	-8.4006	-7.4599	-4.0176	-6.2281	2.0173	2.6185	-4.1292	0.9146	3.657	-4.8634	-1.014	1.2083	4.0981	1.5712	2.7991	1.6463	2.0099	2.4865	2.9088	-1.0387	-1.5112	1.16	-10.2722	5.0485	2.812	3.4185	-0.1013	5.5266	6.2163	-1.642	-2.8359	-6.2859	3.5792	-5.1935	0.6132	1.0842	-0.7094	-10.2719	4.73	7.4327	0.2279	4.9372	1.3669	2.7983	-6.07	0.4772	1.652	7.5692	-3.3808	-1.2528	-5.6661	5.4949	0.968	-1.0481	7.9611	4.2078	-2.4619	-4.0231	3.4329	1.2037	0.0071	0.3379	-2.1976	-8.7452	-8.5937	-7.0175	-7.4004	-6.9969	-0.7228	-4.5879	4.1624	-2.8706	-1.6481	3.5538	-2.9886	1.6271	3.8984	-3.6397	-2.8846	-1.2817	-6.6818	4.598	1.0097	0.9112	3.4783	2.5346	5.1114	2.0339	0.3875	5.1705	2.825	-0.1314	3.9134	2.8118	-10.4193	2.9611	2.6317	1.1188	0.0639	7.0231	-1.3932	0.5785	-4.381	3.8546	-2.575	-4.7553	5.5811	5.1222	5.0579	2.8019	-1.1955	5.4256	-4.6048	5.3275	2.7225	-3.3407	2.5602	0.5132	0.7551	-3.7525	-5.1662	-1.3948	-7.144	0.7123	-3.5762	0.7438	4.6586	6.1964	4.2465	2.2587	1.1446	-8.3417
