uncultured human fecal virus	Pepper mild mottle virus	Tobacco mild green mosaic virus	Paprika mild mottle virus	Tomato brown rugose fruit virus	Malassezia restricta	Acinetobacter baumannii	Pseudomonas aeruginosa	Escherichia coli	Azospirillum sp. 51_20	Sutterella wadsworthensis	Sutterella sp. AM18-8-1	Sutterella sp. AF15-45LB	Proteobacteria bacterium CAG:139	Bilophila wadsworthia	Bilophila sp. 4_1_30	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:83	Firmicutes bacterium CAG:103	Firmicutes bacterium CAG:114	Firmicutes bacterium CAG:137	Firmicutes bacterium CAG:240	Staphylococcus aureus	Lactobacillus fermentum	Weissella jogaejeotgali	Clostridium phoceensis	Clostridium sp. CAG:138	Clostridium sp. CAG:169	Clostridium sp. CAG:217	Clostridium sp. L2-50	Clostridium sp. 44_14	Clostridium sp. OM05-6BH	Clostridium sp. OM08-29	Clostridium sp. BIOML-A1	Clostridiaceae bacterium	Butyricicoccus sp. N15.MGS-46	Butyricicoccus sp. AM42-5AC	Butyricicoccus sp. BIOML-A1	uncultured Clostridiales bacterium	Roseburia intestinalis	Roseburia hominis	Roseburia faecis	Roseburia inulinivorans	uncultured Roseburia sp.	Roseburia sp. CAG:45	Roseburia intestinalis CAG:13	Roseburia sp.	Roseburia sp. AM16-25	Coprococcus eutactus	Coprococcus catus	Coprococcus comes	uncultured Coprococcus sp.	Coprococcus sp.	Coprococcus sp. AF16-5	Coprococcus sp. AF38-1	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	uncultured Lachnospiraceae bacterium	[Ruminococcus] gnavus	Blautia obeum	Blautia wexlerae	uncultured Blautia sp.	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	uncultured Oscillibacter sp.	Oscillibacter sp. 57_20	Oscillibacter sp. CAG:241_62_21	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus bromii	Ruminococcus callidus	Ruminococcus bicirculans	uncultured Ruminococcus sp.	Ruminococcus sp.	Ruminococcus sp. Marseille-P328	Ruminococcus sp. AM28-13	Ruminococcus sp. TF12-19AC	Gemmiger formicilis	Faecalibacterium prausnitzii	uncultured Faecalibacterium sp.	Faecalibacterium sp. AF27-11BH	Faecalibacterium sp. BIOML-A1	Anaerotruncus colihominis	Subdoligranulum sp. CAG:314	Subdoligranulum sp. 60_17	[Eubacterium] siraeum	Ruminococcaceae bacterium	Ruminococcaceae bacterium UBA6855	Flavonifractor plautii	Ruthenibacterium lactatiformans	Anaeromassilibacillus sp. Marseille-P3371	Neglecta timonensis	Clostridiales bacterium	Clostridiales bacterium UBA5901	Clostridiales bacterium UBA5909	Clostridiales bacterium UBA738	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Intestinimonas butyriciproducens	Intestinimonas massiliensis	Clostridia bacterium	Candidatus Borkfalkia ceftriaxoniphila	Megamonas funiformis	Megamonas rupellensis	Megamonas sp. Calf98-2	Phascolarctobacterium sp. CAG:207	Megasphaera massiliensis	Firmicutes bacterium CAG:110_56_8	Firmicutes bacterium CAG:129_59_24	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Cutibacterium acnes	Coriobacteriaceae bacterium	Collinsella aerofaciens	Collinsella stercoris	Collinsella bouchesdurhonensis	Collinsella sp. UBA6357	Collinsella sp. AM10-26	Parolsenella catena	Eggerthella lenta	Enterorhabdus caecimuris	Coriobacteriia bacterium	Bacteroides fragilis	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides massiliensis	Bacteroides cellulosilyticus	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides dorei	Bacteroides xylanisolvens	Bacteroides faecis	Bacteroides mediterraneensis	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides finegoldii CAG:203	Bacteroides sp.	Bacteroides sp. UNK.MGS-14	Bacteroides sp. HMSC068A09	Bacteroides sp. AF14-46	Bacteroides sp. AF15-23LB	Bacteroides sp. AF16-29	Bacteroides sp. AF36-11BH	Bacteroides sp. AF37-16AC	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroides sp. AM44-19	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes sp. CAG:157	Alistipes finegoldii CAG:68	Alistipes putredinis CAG:67	Alistipes sp.	Alistipes sp. 56_11	Alistipes sp. 56_sp_Nov_56_25	Alistipes sp. AF14-19	Alistipes sp. 3BBH6	Alistipes sp. 5CBH24	Rikenellaceae bacterium	Prevotella copri	Prevotella sp. CAG:520	Prevotella sp.	Prevotella sp. AM23-5	uncultured Prevotellaceae bacterium	Paraprevotella clara	Odoribacter splanchnicus	Butyricimonas virosa	Barnesiella intestinihominis	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis
D09-OF-R3	6.0831	4.88	1.3025	-1.0529	12.1584	-2.1282	3.2636	5.6943	5.2177	-6.5083	9.5224	-11.0434	-10.884	-8.2531	4.3216	0.4371	-1.3604	-3.0272	-1.8415	5.4366	5.4046	4.0008	-3.0166	-3.2612	3.0657	-8.4385	-8.2537	4.7952	-5.7507	4.498	-8.9733	-11.0647	-7.8664	-3.1635	-5.3443	-10.8367	3.5493	1.1332	-2.893	-0.5497	3.7009	-4.4179	1.1775	2.8482	-1.8414	-8.344	-4.6883	-10.9127	2.2248	3.9174	-4.0541	2.0455	1.5617	-2.9019	-9.7765	-10.8522	-10.7411	0.8401	4.0453	1.5365	3.335	-1.0239	3.4864	2.5956	5.081	-10.9171	3.9167	5.751	-0.1371	5.9011	6.4173	-3.3558	-3.4372	-7.7561	-9.3232	-0.3572	3.0113	0.285	0.1695	0.033	-11.0073	3.9687	8.574	3.1723	3.2707	4.3018	3.4025	-8.0051	-1.1146	3.82	6.5194	-5.8054	4.9359	0.6017	-0.9186	-2.4173	7.7975	3.3806	-1.8506	-3.3505	2.7523	1.4893	0.5985	-1.7899	0.8681	-4.9464	-9.9344	-10.7393	-9.9896	1.9209	-8.5935	-2.5108	-4.9719	3.3041	-4.4141	-0.7879	2.4189	-1.1028	1.8266	3.3598	-5.2963	-4.3586	-3.1632	-10.9638	-7.7418	0.0447	5.2574	-0.2394	4.1517	4.0625	9.086	4.7337	-0.2282	6.4364	0.6585	0.8308	-2.72	6.4662	-8.9477	5.2353	6.5088	3.2554	6.4458	6.2464	3.2041	-2.2133	-3.2606	4.0643	7.4683	-1.055	4.2799	-10.772	4.4615	3.5971	3.3376	1.7278	-3.2007	4.9387	5.5322	6.3851	6.9023	5.9941	0.4802	6.0916	-3.2193	6.9662	5.1212	4.1107	-1.3006	1.9751	1.0693	5.0461	1.6933	2.2886	-3.0676	-5.1207	-1.2265	-7.8239	0.8692	-3.2382	4.3167	6.9063	3.3913	7.3333	4.0013	-0.1452
D09-OR-R1	11.6924	10.5605	7.575	5.705	12.2474	5.1941	3.4029	5.1515	5.2434	-5.6632	8.4505	-7.4088	-7.1815	-7.2638	6.4658	2.7043	-0.8665	-2.2194	-3.3567	4.1898	5.9922	1.8974	-7.2149	-7.3254	6.7448	-5.2456	4.544	4.4632	-3.6473	-0.1872	-2.4254	-7.2953	-1.9376	3.817	-5.795	-7.1519	3.9721	1.2687	-5.6688	0.0189	2.4132	-5.2514	1.5446	4.0287	2.177	-4.9121	-4.0422	-7.3311	0.9683	3.8464	-4.2639	1.1469	2.523	-7.1898	-7.4836	-7.5259	-7.0424	1.3701	5.6091	0.2911	4.1702	0.4128	9e-04	2.2551	2.8554	-7.442	5.5041	5.2109	-1.1657	4.3215	5.1789	-5.8209	-2.9971	-4.1232	-0.5571	-7.2189	2.0513	0.0712	-7.3576	-4.9383	-7.2508	2.7069	5.4011	0.2036	0.3589	0.6125	1.2708	-5.7806	-1.3409	-1.6686	6.1273	-7.1215	5.1249	-0.4874	-3.6822	-2.7753	7.7013	3.6696	-7.2109	-6.1391	2.9988	1.947	-0.5404	-7.2444	-1.1191	-4.4865	-7.0269	-1.0812	-4.7456	-4.4206	-4.1454	-7.2094	-7.2278	0.7656	2.0183	-1.3921	1.0189	6.9085	-4.1325	1.532	-7.3612	-7.0052	-7.1416	-7.4366	-7.283	-0.9378	1.6105	-1.3382	2.4685	4.1678	9.1269	4.2335	-0.157	5.3813	-0.0516	0.8618	-7.316	5.7197	-4.1452	4.6716	4.4585	2.2783	6.0041	4.1093	2.886	-1.9101	-7.0606	3.9077	6.0766	-7.1623	3.5518	-7.1404	-7.2949	3.6378	3.2255	1.4328	-5.2896	2.7127	4.5269	6.3314	7.7753	7.0616	1.6346	6.4678	-7.2044	7.6076	5.0567	4.6733	-0.5152	2.0716	0.3917	5.7162	2.0123	2.6733	-4.5452	-2.8701	-0.0032	-6.2697	0.6321	-2.8158	0.0118	6.2138	1.6765	7.1406	2.8398	-1.6533
D09-OR-R2	10.9646	10.0137	6.3414	5.2541	10.9068	6.8684	5.8707	5.1905	6.036	1.2975	7.1129	-4.3685	-4.0255	-4.0816	6.0417	2.3339	-0.0536	0.0654	0.2486	3.6035	4.4961	2.8975	-2.8766	-4.0839	6.2153	1.3268	3.9116	3.9127	-4.0848	-1.5233	0.6742	-4.276	-4.0892	-1.7437	-4.136	-4.2219	3.0067	-4.3218	-4.3884	-3.3353	1.8973	-2.7263	-1.8792	3.5793	0.6809	-4.0989	-4.2881	-4.41	-1.656	0.6867	-4.0932	2.2078	-4.1948	-4.1215	-4.1755	-4.4314	-2.171	2.2788	3.7342	-1.9491	4.4902	-1.4093	1.4439	-1.1499	2.9573	-4.0916	3.2799	4.6083	0.4235	2.5537	3.4626	-4.1851	-4.3698	-4.0419	-4.3355	-1.5519	2.3488	-1.3187	-2.3411	-4.0772	-4.3427	2.9136	5.1004	-1.7185	-4.4822	1.1714	-0.1801	-1.4976	-4.1965	-1.7921	5.4337	-4.2579	3.9008	-4.2493	-3.1201	-4.1413	6.9503	2.5929	-3.2735	-3.9169	1.6237	-1.9698	-3.2046	-4.291	-0.1864	-3.3164	-4.1713	-4.1747	-1.7697	-4.2578	-2.714	-4.1316	-4.142	0.7465	3.1869	2.3016	2.6509	7.8787	-2.0098	-1.9666	-1.5584	-4.2844	-4.1255	-4.4898	-4.2127	-4.0774	1.3884	-4.2467	2.2865	3.2378	7.7964	4.0592	1.3655	4.814	0.9972	-1.0515	-2.6796	4.9598	-4.0726	3.551	-1.2728	-1.0858	5.4187	3.1862	3.029	-4.4545	-4.246	3.2421	5.491	-4.2979	-2.3708	-4.1323	-4.3613	-2.7247	-2.6582	-3.3087	-1.3028	-2.7359	3.2722	5.0705	7.1277	6.4243	-4.2768	5.2743	-4.0605	6.7864	3.2268	3.5289	-4.1261	2.2169	-4.1015	4.7872	1.0745	2.229	3.9023	-4.4909	1.4469	-1.3027	0.4412	-3.478	-3.3509	5.415	-4.0469	5.8832	1.9341	-3.403
D09-OR-R3	11.6489	10.5152	6.3846	4.6651	10.9714	2.2283	2.352	5.192	4.7177	-3.7482	8.5655	-8.2794	-8.2869	-8.1043	6.1218	2.2808	-1.3542	-0.705	-0.2337	5.3023	6.4517	3.3434	-3.3225	-1.7355	5.6567	-7.9355	-2.23	4.5123	-8.1456	1.2212	-1.7335	-8.5068	-1.7348	-2.5349	-7.1697	-8.1458	3.8536	2.4725	-2.3506	1.4712	3.4107	-5.2626	1.0757	2.5483	0.9471	-8.1874	-8.2411	-8.1058	1.2519	2.8994	1.2195	2.3984	3.2459	-8.1992	-8.105	-8.1587	-8.0495	1.4756	3.4262	2.0231	4.0381	-5.0891	0.9069	4.5782	3.8991	-8.1169	4.5121	5.7182	-0.5803	5.3422	6.1047	-3.0177	-3.3709	-8.0917	-8.3231	-1.629	2.6895	-0.4914	-0.1397	-0.5569	-8.0131	3.9468	6.6103	1.4599	1.7058	1.3643	1.5639	-8.1169	0.4605	-0.1441	6.4151	-6.5997	4.8622	0.079	-1.6282	-3.4073	8.3731	3.9255	-2.2181	-6.2115	3.5727	1.7995	-0.105	-1.4181	-1.819	-3.4163	-5.7995	-8.0474	-8.5332	-0.3443	-7.192	-1.646	-3.0228	5.4841	-1.3646	-1.1292	3.4235	3.4747	2.114	3.3922	-3.7518	-8.1538	-3.3616	-8.2937	-8.3514	-0.2428	1.4299	-1.6345	2.1907	3.7227	8.3132	3.9031	-0.891	4.8298	-0.9441	1.0193	-6.6702	5.202	-8.0738	3.9904	5.0679	2.2187	5.4719	4.1028	2.4426	-6.6663	-8.0752	2.6573	6.2157	-8.0756	4.2668	-8.1514	-8.3076	3.2007	1.8669	1.6397	-7.0802	3.1112	4.4358	5.8928	7.538	6.916	1.3248	6.3792	-3.4904	7.35	4.6996	4.377	0.4297	2.4147	0.1769	5.5809	2.0286	3.029	-1.4286	-7.9995	-2.5796	-8.5539	0.648	-4.6804	0.9724	5.4396	0.8445	7.1337	3.3298	-1.8645
D09-ZF-R1	6.1756	4.9301	1.656	1.1504	11.4146	-1.2558	3.0585	6.1763	4.5808	-9.8324	10.3645	-11.6825	-11.8692	-5.3086	4.1232	0.4004	-2.025	-0.0267	-1.59	5.2894	5.5175	4.6633	-3.9148	-4.0259	2.5657	-11.7457	-2.2328	3.4238	-5.7375	2.1074	-5.2843	-11.8743	-11.7704	-2.9029	-4.4144	-7.1884	2.8417	2.477	-3.5699	0.7882	3.3005	-3.8922	-0.7689	2.6687	-2.1719	-2.1085	-10.814	-11.7884	0.195	-0.4157	-5.2822	2.3909	1.7482	-2.3858	-4.3139	-11.3319	-11.6089	1.9674	4.1367	2.3279	3.364	-2.0738	2.3268	1.1493	5.0255	-10.1866	4.0855	4.0114	-1.3742	4.9351	5.6608	-2.9916	-4.3696	-3.6062	-8.9445	2.0775	3.363	1.9189	1.7315	2.2658	-9.2315	4.6824	7.6924	1.9281	2.1229	3.0692	1.7801	-6.3179	-0.1425	1.3397	7.0519	-7.2564	3.6268	-0.3421	0.1984	-2.0798	7.6645	2.2427	-3.2316	-4.1662	2.6948	0.9668	-1.046	-1.9835	-0.497	-2.9922	-8.5897	-11.8115	-6.8786	-0.6143	-6.0776	-2.2465	-5.3383	3.6643	-3.4452	-0.3114	2.972	0.1363	1.6067	3.3881	-5.696	-4.61	-3.3212	-11.6853	-7.5903	-0.3082	3.027	-0.4201	2.9677	4.4008	8.5818	4.9801	-0.71	7.8752	0.8724	1.327	-1.8513	5.6352	-10.8667	4.7758	7.0035	4.493	6.7333	6.8778	3.0524	-2.2681	-0.8745	4.0707	6.7749	0.9871	4.098	6.199	5.2951	4.4533	3.1652	1.1233	-3.3092	6.7127	7.1144	5.6178	4.5705	4.9866	-0.6837	4.4759	-5.0163	5.3588	4.3787	2.9052	-3.736	-0.0827	2.2729	4.6692	-0.7131	1.1769	-2.1957	-5.7998	-1.7073	-9.4282	0.448	-2.8399	4.2852	4.5212	2.688	7.2239	3.6266	0.0088
D09-ZF-R2	6.2676	4.8756	2.079	-0.6879	11.5049	1.4688	2.9249	5.8691	5.7994	-4.5154	9.9374	-9.2699	-9.5138	-8.5261	3.9356	0.38	-1.8845	-0.5965	-0.3937	5.5581	6.2596	5.6168	-3.5078	-3.0956	3.1267	-7.1693	-2.1953	3.6971	-6.2423	3.2912	-5.3212	-9.3924	-7.4623	-2.7058	-3.7133	-7.4755	2.6864	2.8397	-3.2036	0.8871	3.6698	-3.9544	-0.6476	2.8365	-1.7417	-9.5385	-7.1584	-9.5808	0.5861	-0.0669	-6.6023	2.9091	1.8302	-6.7128	-9.306	-9.3535	-9.5996	1.8131	3.5582	2.2445	2.9143	-1.2813	2.9223	1.0188	5.0303	-9.504	4.3626	5.1186	-0.9859	5.3765	6.0158	-2.8934	-3.9953	-3.181	-9.4797	1.8571	3.7353	2.1249	1.4575	2.6844	-9.2269	4.8078	7.65	1.5377	1.5437	2.4424	2.0116	-9.5403	0.0585	1.6368	7.7069	-6.4517	4.6651	0.7064	0.8105	-1.8635	8.2509	2.575	-2.0688	-0.5093	3.3406	1.7516	-0.0173	-1.9195	0.1195	-3.2024	-9.4946	-9.4393	-9.4363	-0.8402	-9.4769	-2.3148	-4.8613	3.0944	-2.3781	-0.1977	3.2033	2.4859	2.0255	3.564	-4.8092	-4.0875	-2.7006	-9.4496	-6.83	-0.0022	3.9684	0.1857	4.5718	4.1377	8.3721	4.9403	-0.6518	7.4199	2.9037	1.7357	-2.1999	5.0318	-8.4436	4.4095	6.3506	4.6059	6.6946	5.7342	2.3149	-2.2382	-1.582	4.8062	6.6577	-6.3037	4.2229	-7.4847	-6.4809	2.5232	3.3383	0.6525	-3.8732	4.8426	5.5516	4.8492	4.2029	4.4346	-0.964	4.0533	-4.6124	4.551	3.9386	2.3462	-3.6654	-0.7421	2.4693	3.4069	-0.7775	0.5371	-1.7239	-5.5831	-1.5469	-6.8988	0.452	-3.1735	3.4766	5.1015	3.0148	7.0362	3.4622	0.1559
D09-ZF-R3	6.3206	5.2589	1.8262	-0.6604	11.7856	-2.504	3.2678	6.0946	5.3786	-5.8862	10.1816	-10.9094	-10.815	-6.9807	4.0949	0.6143	-2.1229	-0.5457	-1.1603	5.5853	6.1295	5.1622	-3.2871	-2.8884	3.1555	-10.7181	-6.9095	3.5211	-5.0957	2.6801	-8.3981	-11.0334	-8.3441	-3.6219	-3.5682	-6.0568	3.0149	2.9983	-3.2053	1.2723	3.6326	-3.8247	0.0055	2.3444	-1.4917	-1.6884	-9.8008	-10.7641	1.1179	0.1386	-8.5939	2.5716	1.8202	-2.4874	-9.3029	-10.8606	-10.8254	1.1398	3.7027	1.7426	3.1145	-2.169	2.2606	0.9507	5.0501	-11.0126	4.2563	5.0756	-0.898	5.4433	6.1507	-2.8915	-3.5021	-4.2504	-8.1683	1.5863	3.5341	1.7281	1.5613	2.2912	-10.8732	4.524	7.5922	2.0935	1.8889	2.783	2.0654	-6.9077	-0.1583	1.6988	7.2107	-7.0597	4.2481	0.0422	0.305	-1.9767	8.2434	2.6024	-2.1197	-3.7503	3.3346	1.216	-0.407	-2.0392	-0.2428	-2.7643	-9.462	-11.035	-10.7967	0.1839	-7.9971	-2.1529	-5.4126	3.2714	-4.2652	-1.4703	2.3643	-0.4495	1.5899	3.3554	-5.485	-4.4949	-3.5464	-8.9751	-6.8986	-0.1657	3.6639	-0.39	4.0232	4.2475	8.818	5.0098	-0.4791	7.3426	0.7001	0.9632	-2.0348	5.8079	-8.9232	4.9459	6.7853	4.2544	6.6735	6.2448	2.8339	-1.9793	-2.3447	4.0134	7.3707	-0.2722	4.1756	-8.9625	4.917	4.1211	3.365	1.5896	-3.3577	5.8226	6.178	5.7035	4.7848	5.6362	-0.3012	5.1868	-4.2069	5.1619	4.5212	3.2715	-3.4152	0.9295	2.2123	4.7394	0.1169	1.8116	-2.9645	-5.2416	-0.6654	-6.6887	0.7182	-3.3196	4.0473	5.6398	3.0533	7.6943	4.0089	0.4175
D09-ZH-R1	4.1212	2.6727	-0.6491	-0.4217	12.0239	4.4923	4.6416	6.779	6.8439	-3.4946	10.285	-8.584	-8.5316	-6.9317	6.1848	2.8778	-1.0423	-1.7109	-3.2879	3.8305	3.0523	1.111	-8.6342	-1.9972	5.74	-3.3724	4.0116	4.7571	-8.5605	3.3645	-6.6237	-8.267	-8.2379	-6.8539	-6.1017	-8.562	5.1954	1.3134	-8.3929	-0.8991	2.1997	-5.9852	0.5904	2.6917	-0.9897	-8.2452	-8.4361	-8.5973	-0.0645	0.1788	-8.2183	0.9606	-5.6847	-8.3529	-8.3636	-8.4928	-8.5101	0.6488	3.6929	0.7212	4.2386	-5.3393	-0.0862	2.9421	3.8226	-8.5006	0.691	3.9324	-0.839	3.4236	3.9934	-6.1748	-2.4369	-8.5258	-8.4775	-1.2751	1.9649	-0.1977	-0.1189	-5.7496	-8.4753	2.9359	8.2237	2.4381	0.6089	4.4763	3.3911	-3.0981	-0.661	0.5386	5.917	-8.3786	3.5048	-6.2595	-2.6896	-3.2478	6.634	4.0432	-1.4739	-7.3774	-0.9789	2.0362	-1.4963	-3.6777	-1.6185	-2.4597	-5.4583	-8.5047	-6.1828	1.3487	-7.4769	-3.6896	-2.3535	3.1788	1.4712	-0.0034	1.2021	6.0943	-1.4011	-0.1443	-8.3089	-8.4974	-4.7541	-8.4222	-8.5551	-5.6801	-1.6198	-3.301	5.3998	5.5426	9.7791	6.2274	0.461	8.0847	2.407	2.0466	-1.1765	7.2448	-8.5268	6.1969	8.3561	4.7008	7.8387	7.7959	4.0519	-1.3604	-0.2942	4.502	8.3489	1.7423	5.9802	8.5152	-5.6344	3.1176	3.6194	2.7112	-1.6363	4.562	7.1332	6.6162	6.7169	6.0325	1.3975	5.619	-2.9142	7.5986	5.5671	4.2008	-2.3042	1.6115	2.8865	5.6236	0.6516	2.4571	-0.6454	-4.3803	-0.2207	-6.9697	1.4125	-1.7695	3.897	8.4457	3.9248	8.4576	5.0306	0.3509
D09-ZH-R2	2.7564	1.7263	-2.4116	-2.1552	9.9363	5.6021	2.7524	6.7216	6.2035	1.8503	9.2649	-6.0383	-6.0568	-3.1345	5.3579	1.7979	-0.1664	-1.5111	-2.5806	3.4617	3.8191	3.4847	-1.6748	-6.3151	5.6836	-6.0985	1.5165	4.3763	-2.4981	3.5295	-5.2755	-6.1651	-6.1614	-6.0876	-6.1363	-4.1335	3.9711	1.3077	-6.1795	0.3018	2.5847	-6.0131	-0.0624	2.618	-0.9007	-6.1294	-6.017	-6.1419	1.755	-0.1949	-6.0448	1.845	-4.6552	-6.2702	-6.0951	-6.1155	-6.185	1.5372	3.2233	1.0867	3.192	-6.1923	0.0815	3.2278	2.6725	-6.0019	0.5246	3.6478	-1.4159	3.1435	3.8629	-5.8252	-5.9076	-3.743	-5.9456	1.2783	2.2967	0.1895	-2.9969	-3.8356	-6.1719	2.2825	7.7957	3.1221	1.2592	3.3242	3.3593	-6.1907	-0.7282	0.7682	5.8252	-6.3969	2.8937	-5.053	-2.4571	-3.173	6.5685	3.4301	-6.0991	-3.6583	0.7217	0.0706	-0.5338	-4.2054	-2.2339	-3.3719	-6.1984	-6.2563	-6.0807	-3.3075	-3.8602	-4.5517	-6.1692	3.2639	-0.0911	-0.0412	1.6304	6.2764	-3.359	0.299	-6.0332	-6.2834	-6.1466	-5.9353	-6.0904	-3.5546	-0.3197	-1.3415	3.7575	5.0531	9.679	5.8452	0.0462	7.2736	4.5467	1.8805	-5.1051	6.8935	-5.9239	5.4944	6.6345	4.0189	7.2094	6.5703	3.807	-3.3444	-6.0386	4.6313	7.3336	-5.1955	6.2317	-6.1151	-5.1806	4.1373	3.367	-4.124	-3.6112	4.24	6.379	6.6223	6.677	6.2597	1.2842	5.3425	-4.1541	7.1144	5.294	4.1295	-0.946	1.7433	1.861	5.5109	0.6951	2.3596	-3.2237	-5.9608	0.2551	-6.0111	1.6225	-2.0579	3.0207	8.707	2.9667	7.6489	4.7349	0.3957
D09-ZH-R3	2.158	0.9033	-3.0237	-4.835	8.3993	2.8935	3.1566	5.9042	5.9272	-2.7789	10.3585	-8.6001	-8.6478	-5.0104	6.2088	2.8896	-1.2422	-1.7193	-2.0942	4.9842	4.3274	4.6537	-8.4016	-2.542	4.6902	-5.7307	-2.1392	5.2871	-5.2531	3.5367	-4.2434	-8.7335	-8.6994	-2.8836	-7.1552	-2.6641	3.8627	1.1728	-5.8085	-0.7082	2.9499	-2.4805	-0.2839	0.0743	-1.9118	-8.6498	-8.406	-8.5582	0.0826	-1.2031	-6.7755	0.7697	1.5697	-8.6492	-8.613	-8.4684	-7.1121	-0.2986	2.9487	0.2738	3.7264	-5.8561	-1.0501	3.2382	3.9206	-6.678	0.4643	5.198	-1.1298	4.4347	5.1902	-2.8598	-3.5855	-7.1632	-6.0642	-0.9028	1.8578	0.3796	-2.2531	-6.3529	0.3412	3.1714	8.3776	2.166	0.5114	4.313	3.2583	-8.7935	-0.3728	0.6793	6.1453	-7.1905	4.8622	0.7979	-1.7797	-1.4186	7.103	3.9686	-5.593	-7.6349	1.4206	2.5955	-0.3645	-3.6804	-1.425	-1.8411	-8.9557	-6.1712	-3.3334	0.5845	-4.9281	-2.4579	-3.7661	4.4267	0.0017	-0.3925	2.08	4.0466	0.4978	2.3629	-6.4141	-6.7647	-5.0119	-8.6902	-5.9094	-0.1329	1.157	-1.8237	4.2774	4.8416	9.5059	5.8387	-0.0587	7.0276	1.8015	0.8464	0.0458	6.507	-3.7267	5.4135	6.7861	3.7124	7.5509	7.1602	3.4495	-0.606	-7.1596	4.0497	7.7778	-7.7423	5.7283	-8.5297	-7.0139	4.0259	3.259	1.7869	-2.687	3.9976	6.4462	6.7735	7.1793	6.4437	2.0253	5.824	-3.3693	7.6237	5.5248	4.4178	-1.0325	2.2745	1.165	6.1703	1.0618	2.734	-2.3166	-3.3066	-1.0123	-6.3003	1.4337	-4.0266	3.0856	7.6199	3.2246	7.7843	4.9208	-0.4301
D09-ZR-R2	5.5174	4.5646	0.6377	-1.4995	10.7479	-1.3991	2.3712	5.9173	4.7612	-7.0033	9.8471	-11.5133	-11.4984	-8.9958	5.0559	1.7176	-2.4427	-1.7091	-1.5228	5.2129	5.2944	5.741	-3.5897	-3.5845	1.9966	-6.4874	-5.3219	3.5327	-6.2078	2.8313	-6.8683	-11.4493	-8.6829	-4.0321	-4.2111	-6.604	2.6597	2.8699	-3.8308	0.4257	3.3952	-4.5854	-1.2146	2.5228	-1.7731	-2.2899	-9.661	-10.0195	-0.0102	0.3121	-4.417	3.362	1.9333	-1.9932	-8.3635	-10.6779	-9.2726	2.2628	3.827	2.6481	3.1216	-1.6189	2.8297	2.3909	5.1417	-11.6279	4.0612	4.5145	-1.2881	4.6558	5.4379	-2.678	-3.8062	-4.582	-9.9283	1.5268	3.8432	1.6684	2.2125	2.1403	-11.4464	4.1755	7.2284	1.7559	1.5495	2.6711	1.8376	-7.3182	0.1757	1.0296	7.3169	-6.9348	4.5406	-0.6138	-0.1746	-2.1825	7.5887	3.0263	-1.6962	-2.7302	2.4428	1.6037	-0.326	-1.971	-0.6947	-3.4191	-10.0068	-11.3274	-9.9901	0.1269	-6.1553	-1.861	-4.6823	4.2589	-3.9393	-1.0025	3.0601	-0.0325	2.3138	4.0171	-4.8158	-3.8453	-2.4809	-0.1812	-7.8986	-0.0098	3.3883	-0.1219	3.723	3.9161	8.3213	4.6434	-0.4409	7.1381	2.8453	1.127	-2.4524	4.8445	-11.5998	4.3198	6.3434	4.5984	6.6274	6.1298	2.2388	-2.7735	-2.1471	4.3412	6.798	0.0171	3.9575	5.9253	5.8047	3.8063	2.6238	1.1885	-3.8475	4.7825	5.7929	4.9776	5.2606	4.6454	-0.3781	4.3209	-4.973	5.392	3.93	2.5573	-3.6786	0.0613	3.1716	3.8847	-0.5526	1.1119	-2.8455	-6.4008	-1.677	-8.4382	0.2876	-3.9034	3.1198	4.3722	2.4781	7.2153	3.7526	0.217
